ATDNNR,Country,Subdivision,Site,PlotCode,Altitude,Latitude,Longitude,PlotSize,PlotType,DBHmin,Owner/contact
1625,Bolivia,Beni,Estacion Biologica del Beni,BENI_10,,-14.89,-66.59,1,single,10,Jim Comiskey
1626,Bolivia,Beni,Estacion Biologica del Beni,BENI_11,,-14.85,-66.36,1,single,10,Jim Comiskey
1627,Bolivia,Beni,Estacion Biologica del Beni,BENI_12,,-14.64,-66.06,1,single,10,Jim Comiskey
1628,Bolivia,Beni,Estacion Biologica del Beni,BENI_13,,-14.74,-66.27,1,single,10,Jim Comiskey
1629,Bolivia,Beni,Estacion Biologica del Beni,BENI_14,,-14.74,-66.56,1,single,10,Jim Comiskey
1630,Brazil,Amapá,"Jari, Alluvial Islas",AMAAI_01,,-0.57,-52.66,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1631,Brazil,Amapá,"Jari, Alluvial Islas",AMAAI_02,,-0.57,-52.66,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1632,Brazil,Amapá,"Jari, Alluvial Islas",AMAAI_03,,-0.61,-52.52,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1633,Brazil,Amapá,"Jari, Alluvial Islas",AMAAI_04,,-0.65,-52.51,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1634,Brazil,Amapá,"Jari, Alluvial Islas",AMAAI_05,,-0.62,-52.52,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1635,Brazil,Amapá,"Jari, Alluvial Islas",AMAAI_06,,-0.64,-52.51,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1636,Brazil,Amapá,"Jari, Alluvial Islas",AMAAI_07,,-0.62,-52.51,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1637,Brazil,Amapá,"Jari, Alluvial Islas",AMAAI_08,,-0.64,-52.52,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1638,Brazil,Amapá,"Jari, Igapo area 1",AMAIG1_01,,-0.67,-52.52,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1639,Brazil,Amapá,"Jari, Igapo area 1",AMAIG1_02,,-0.63,-52.51,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1640,Brazil,Amapá,"Jari, Igapo area 1",AMAIG1_03,,-0.58,-52.65,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1641,Brazil,Amapá,"Jari, Igapo area 1",AMAIG1_04,,-0.57,-52.66,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1642,Brazil,Amapá,"Jari, Igapo area 1",AMAIG1_05,,-0.56,-52.66,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1643,Brazil,Amapá,"Jari, Igapo area 1",AMAIG1_06,,-0.58,-52.65,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1644,Brazil,Amapá,"Jari, Igapo area 1",AMAIG1_07,,-0.59,-52.64,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1645,Brazil,Amapá,"Jari, Igapo area 1",AMAIG1_08,,-0.57,-52.59,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1646,Brazil,Amapá,"Jari, Igapo area 1",AMAIG1_09,,-0.57,-52.57,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1647,Brazil,Amapá,"Jari, Igapo area 1",AMAIG1_10,,-0.58,-52.56,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1648,Brazil,Amapá,"Jari, Igapo area 1",AMAIG1_11,,-0.58,-52.56,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1649,Brazil,Amapá,"Jari, Igapo area 1",AMAIG1_12,,-0.61,-52.52,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1650,Brazil,Amapá,"Jari, Igapo area 1",AMAIG1_13,,-0.61,-52.52,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1651,Brazil,Amapá,"Jari, Igapo area 1",AMAIG1_14,,-0.62,-52.53,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1652,Brazil,Amapá,"Jari, Igapo area 1",AMAIG1_15,,-0.63,-52.52,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1653,Brazil,Amapá,"Jari, Igapo area 1",AMAIG1_16,,-0.57,-52.59,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1654,Brazil,Amapá,"Jari, Igapo area 2",AMAIG2_01,,-0.63,-52.5,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1655,Brazil,Amapá,"Jari, Igapo area 2",AMAIG2_02,,-0.63,-52.5,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1656,Brazil,Amapá,"Jari, Igapo area 2",AMAIG2_03,,-0.65,-52.53,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1657,Brazil,Amapá,"Jari, Igapo area 2",AMAIG2_04,,-0.65,-52.53,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1658,Brazil,Amapá,"Jari, Igapo area 2",AMAIG2_05,,-0.58,-52.55,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1659,Brazil,Amapá,"Jari, Igapo area 2",AMAIG2_06,,-0.59,-52.64,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1660,Brazil,Amapá,"Jari, Igapo area 2",AMAIG2_07,,-0.57,-52.65,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1661,Brazil,Amapá,"Jari, Terra Firme",AMATF_01,,-0.61,-52.51,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1662,Brazil,Amapá,"Jari, Terra Firme",AMATF_02,,-0.6,-52.51,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1663,Brazil,Amapá,"Jari, Terra Firme",AMATF_03,,-0.6,-52.51,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1664,Brazil,Amapá,"Jari, Terra Firme",AMATF_04,,-0.6,-52.51,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1665,Brazil,Amapá,"Jari, Terra Firme",AMATF_05,,-0.6,-52.51,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1666,Brazil,Amapá,"Jari, Terra Firme",AMATF_06,,-0.6,-52.51,0.5,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1667,Brazil,Amapá,"Iratapuru, Terra Firme",IRATAP_01,,-0.43,-52.53,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1668,Brazil,Amapá,"Iratapuru, Terra Firme",IRATAP_02,,-0.45,-52.55,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1669,Brazil,Amapá,"Iratapuru, Terra Firme",IRATAP_03,,-0.48,-52.57,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1670,Brazil,Amapá,"Iratapuru, Terra Firme",IRATAP_04,,-0.48,-52.57,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1671,Brazil,Amapá,"Iratapuru, Terra Firme",IRATAP_05,,-0.01,-52.52,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1672,Brazil,Amapá,"Iratapuru, Terra Firme",IRATAP_06,,0,-52.5,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1673,Brazil,Amapá,"Iratapuru, Terra Firme",IRATAP_07,,0,-52.51,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1674,Brazil,Amapá,"Iratapuru, Terra Firme",IRATAP_08,,-0.04,-52.52,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1675,Brazil,Amapá,"Iratapuru, Terra Firme",IRATAP_09,,-0.06,-52.53,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1676,Brazil,Amapá,"Iratapuru, Terra Firme",IRATAP_10,,-0.02,-52.49,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1677,Brazil,Amapá,"Iratapuru, Terra Firme",IRATAP_11,,0,-52.49,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1678,Brazil,Amapá,"Iratapuru, Terra Firme",IRATAP_12,,0,-52.49,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1679,Brazil,Amapá,"Iratapuru, Terra Firme",IRATAP_13,,0,-52.49,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1680,Brazil,Amapá,"Iratapuru, Terra Firme",IRATAP_14,,-0.08,-52.49,1,single,10,"Marcelo de Jesus Veiga Carim, José Renan da Silva Guimarães"
1681,Colombia,Amazonas,Eje Apaporis Tabatinga,APAPOR_01,,-3.9,-69.95,0.4,single,10,Dairon Cárdenas
1682,Colombia,Guainía,Mpio. Inírida,GUAIN_01,,3.88,-67.87,0.6,combined,10,Dairon Cárdenas
1683,Colombia,Guainía,Mpio. Inírida,GUAIN_02,,3.76,-67.83,0.5,combined,10,Dairon Cárdenas
1685,Colombia,Guainía,Mpio. Inírida,GUAIN_04,,3.79,-67.82,1,single,10,Dairon Cárdenas
1686,Colombia,Guainía,Mpio. Inírida,GUAIN_05,,3.1,-67.79,0.4,combined,10,Dairon Cárdenas
1687,Colombia,Guainía,Mpio. Inírida,GUAIN_06,,3.08,-67.78,0.4,combined,10,Dairon Cárdenas
1688,Colombia,Guainía,Mpio. Inírida,GUAIN_07,,3.57,-67.63,0.6,combined,10,Dairon Cárdenas
1689,Colombia,Guainía,Mpio. Inírida,GUAIN_08,,3.62,-67.62,0.6,combined,10,Dairon Cárdenas
1690,Colombia,Guaviare,Biodiversidad y Sistemas de Producción,GUAV_01,,1.96,-72.67,1.1,single,10,Dairon Cárdenas
1691,Colombia,Guaviare,Guaviare Estacion el Trueno,GUAV_02,,2.38,-72.64,0.6,combined,10,Dairon Cárdenas
1692,Colombia,Putumayo,Mocoa-Serranía de Churumbelo,MO1,,1.15,-76.63,1,single,10,Dairon Cárdenas
1693,Colombia,Putumayo,Pto Leguizamo-Lagarto Cocha,LG,,-0.13,-74.85,1,single,10,Dairon Cárdenas
1694,Colombia,Amazonas,Tarapacá,TARAPAC_01,,-2.51,-70.08,0.5,combined,10,Dairon Cárdenas
1695,Colombia,Amazonas,Corregimiento de Tarapacá. Cuenca del Río Porvenir.,TP1,,-2.54,-70.17,1,single,10,"Nicolás Castaño Arboleda, Dairon Cárdenas"
1696,Colombia,Amazonas,Corregimiento de Tarapacá. Cuenca del Río Porvenir.,TP2,,-2.52,-70.19,1,single,10,"Nicolás Castaño Arboleda, Dairon Cárdenas"
1697,Colombia,Amazonas,Corregimiento de Tarapacá. Cuenca del Río Porvenir.,TP3,,-2.51,-70.2,1,single,10,"Nicolás Castaño Arboleda, Dairon Cárdenas"
1698,Colombia,Amazonas,Corregimiento de Tarapacá. Cuenca del Río Porvenir.,TP4,,-2.56,-70.17,1,single,10,"Nicolás Castaño Arboleda, Dairon Cárdenas"
1699,Colombia,Amazonas,Corregimiento de Tarapacá. Cuenca del Río Porvenir.,TP5,,-2.53,-70.2,1,single,10,"Nicolás Castaño Arboleda, Dairon Cárdenas"
1700,Brazil,Amazonas,PPBIO/Uatuma,UA_L1_0500,,-2.04,-59.6,1,single,10,"Fernanda Antunes Carvalho, Marcelo Petratti Pansonato, Flávia Costa, Fernanda Coelho de Souza, Bill Magnusson, Carolina Castilho"
1701,Brazil,Amazonas,PPBIO/Uatuma,UA_L1_1500,,-2.04,-59.59,1,single,10,"Fernanda Antunes Carvalho, Marcelo Petratti Pansonato, Flávia Costa, Fernanda Coelho de Souza, Bill Magnusson, Carolina Castilho"
1702,Brazil,Amazonas,PPBIO/Uatuma,UA_L2_0500,,-2.04,-59.6,1,single,10,"Fernanda Antunes Carvalho, Marcelo Petratti Pansonato, Flávia Costa, Fernanda Coelho de Souza, Bill Magnusson, Carolina Castilho"
1703,Brazil,Amazonas,PPBIO/Uatuma,UA_L2_2500,,-2.05,-59.58,1,single,10,"Fernanda Antunes Carvalho, Marcelo Petratti Pansonato, Flávia Costa, Fernanda Coelho de Souza, Bill Magnusson, Carolina Castilho"
1704,Brazil,Amazonas,PPBIO/Uatuma,UA_L2_3500,,-2.05,-59.57,1,single,10,"Fernanda Antunes Carvalho, Marcelo Petratti Pansonato, Flávia Costa, Fernanda Coelho de Souza, Bill Magnusson, Carolina Castilho"
1705,Brazil,Amazonas,PPBIO/Uatuma,UA_L3_0500,,-2.05,-59.61,1,single,10,"Fernanda Antunes Carvalho, Marcelo Petratti Pansonato, Flávia Costa, Fernanda Coelho de Souza, Bill Magnusson, Carolina Castilho"
1706,Brazil,Amazonas,PPBIO/Uatuma,UA_L4_2500,,-2.06,-59.58,1,single,10,"Fernanda Antunes Carvalho, Marcelo Petratti Pansonato, Flávia Costa, Fernanda Coelho de Souza, Bill Magnusson, Carolina Castilho"
1707,Brazil,Amazonas,PPBIO/Uatuma,UA_L5_0500,,-2.07,-59.6,1,single,10,"Fernanda Antunes Carvalho, Marcelo Petratti Pansonato, Flávia Costa, Fernanda Coelho de Souza, Bill Magnusson, Carolina Castilho"
1708,Brazil,Amazonas,PPBIO/Uatuma,UA_L6_0500,,-2.08,-59.6,1,single,10,"Fernanda Antunes Carvalho, Marcelo Petratti Pansonato, Flávia Costa, Fernanda Coelho de Souza, Bill Magnusson, Carolina Castilho"
1709,Brazil,Amazonas,PPBIO/Uatuma,UA_L6_1500,,-2.08,-59.59,1,single,10,"Fernanda Antunes Carvalho, Marcelo Petratti Pansonato, Flávia Costa, Fernanda Coelho de Souza, Bill Magnusson, Carolina Castilho"
1715,Brazil,Amazonas,Rio Araca plot 1,ARACA_01,,-0.12,-63.3,0.75,single,10,Florian Wittmann
1716,Brazil,Amazonas,Rio Araca plot 2,ARACA_02,,-0.13,-63.29,0.75,single,10,Florian Wittmann
1717,Brazil,Amazonas,"Rio Cuiuni, Igarapé grande",IG_GRAN_01,,-0.82,-63.25,0.4,single,10,Florian Wittmann
1718,Brazil,Amazonas,"Rio Cuiuni, Igarapé do Mamulé",IG_MAMU_01,,-0.86,-63.24,0.6,single,10,Florian Wittmann
1719,Peru,Madre de Dios,Cocha Cashu,BAM_01,387,-11.82,-71.39,1,Single,10,"Miles Silman, William Farfan, Karina Garcia"
1720,Peru,Madre de Dios,Pantiacolla,PAN_01,425,-12.64,-71.24,1,Single,10,"Miles Silman, William Farfan"
1721,Peru,Madre de Dios,Los Amigos Biological Station - Castañal trail,Castanal_A1,273,-12.55,-70.11,1,single,10,"Miles Silman, John Terborgh"
1722,Peru,Madre de Dios,Los Amigos Biological Station - Castañal trail,Castanal_A2,273,-12.55,-70.11,1,single,10,"Miles Silman, John Terborgh"
1723,Peru,Madre de Dios,Erika lodge 1,Erika_1,508,-12.82,-71.4,1,single,10,"Miles Silman, John Terborgh"
1724,Peru,Madre de Dios,Erika lodge 2,Erika_2,507,-12.82,-71.4,1,single,10,"Miles Silman, John Terborgh"
1725,Brazil,Amazonas,Município do Apuí,APUI_1,,-6.99,-59.95,2,simple,10,"Luiz de Souza Coelho, Juan David Cardenas Revilla, Jean-Louis Guillaumet, Diogenes de Andrade Lima Filho, Luiz Carlos de Matos Bonates, Emanuelle de Sousa Farias, Ires Paula de Andrade Miranda, Edelcilio Marques Barbosa"
1726,Brazil,Amazonas,Município de Benjamin Constant,BENCON_1,,-4.41,-70.02,1,simple,10,"Juan David Cardenas Revilla, Luiz de Souza Coelho, José Ferreira Ramos"
1727,Brazil,Amazonas,Município do Candeias do Jamari,CAND_01,,-8.78,-63.46,2,simple,10,"Luiz de Souza Coelho, Juan David Cardenas Revilla, Jean-Louis Guillaumet, Diogenes de Andrade Lima Filho, Luiz Carlos de Matos Bonates, Emanuelle de Sousa Farias"
1728,Brazil,Amazonas,Município do Careiro Castanho,CAREIRO_1,,-4.14,-60.74,2,simple,10,"Luiz de Souza Coelho, Juan David Cardenas Revilla, Jean-Louis Guillaumet, Diogenes de Andrade Lima Filho, Luiz Carlos de Matos Bonates, Emanuelle de Sousa Farias"
1729,Brazil,Amazonas,Município do Coari,COARI_1,,-4.5,-63,2,simple,10,"Luiz de Souza Coelho, Juan David Cardenas Revilla, Jean-Louis Guillaumet, Diogenes de Andrade Lima Filho, Luiz Carlos de Matos Bonates, Emanuelle de Sousa Farias"
1730,Brazil,Amazonas,"Fazenda Tivoli, Rio Ituxi, Município de Lábrea",LABREA_1,,-7.83,-65.2,2,simple,10,"Luiz de Souza Coelho, Juan David Cardenas Revilla, Ires Paula de Andrade Miranda, Edelcilio Marques Barbosa"
1731,Brazil,Amazonas,Município do Nhamundá,NHAM_1,,-2.18,-56.71,1,simple,10,"Juan David Cardenas Revilla, Luiz de Souza Coelho, José Ferreira Ramos, Ires Paula de Andrade Miranda, Edelcilio Marques Barbosa"
1732,Brazil,Amazonas,Município do Nhamundá,NHAM_2,,-2.15,-56.79,2,simple,10,"Juan David Cardenas Revilla, Luiz de Souza Coelho, José Ferreira Ramos, Ires Paula de Andrade Miranda, Edelcilio Marques Barbosa"
1733,Brazil,Roraima,Caracaraí,CARAC_9Ha,,1.84,-60.93,9,single,10,Conde & Tonini
1734,Brazil,Amapá,Amapa North,AMAPA_N34,,3.5,-51.5,3.4,combined,10,Marcelo Carim
1774,Brazil,Pará,Município de Itaituba e Jacareacanga,TAPAJ_04,,-5.79,-57.4,1,single,10,"Diogenes de Andrade Lima Filho, Francisca Dionízia de Almeida Matos, Iêda Amaral, Luiz de Souza Coelho"
1775,Brazil,Pará,Município de Itaituba e Jacareacanga,TAPAJ_05,,-5.84,-57.2,1,single,10,"Diogenes de Andrade Lima Filho, Francisca Dionízia de Almeida Matos, Iêda Amaral, Luiz de Souza Coelho"
1776,Brazil,Pará,Município de Itaituba e Jacareacanga,TAPAJ_06,,-5.62,-57.28,1,single,10,"Diogenes de Andrade Lima Filho, Francisca Dionízia de Almeida Matos, Iêda Amaral, Luiz de Souza Coelho"
1777,Brazil,Pará,Município de Itaituba e Jacareacanga,TAPAJ_07,,-5.57,-57.13,1,single,10,"Diogenes de Andrade Lima Filho, Francisca Dionízia de Almeida Matos, Iêda Amaral, Luiz de Souza Coelho"
1778,Brazil,Pará,Município de Itaituba e Jacareacanga,TAPAJ_08,,-5.62,-57.28,1,single,10,"Diogenes de Andrade Lima Filho, Francisca Dionízia de Almeida Matos, Iêda Amaral, Luiz de Souza Coelho"
1779,Brazil,Pará,Município de Itaituba e Jacareacanga,TAPAJ_09,,-5.23,-56.93,1,single,10,"Diogenes de Andrade Lima Filho, Francisca Dionízia de Almeida Matos, Iêda Amaral, Luiz de Souza Coelho"
1780,Brazil,Pará,Município de Itaituba e Jacareacanga,TAPAJ_10,,-6.11,-57.66,1,single,10,"Diogenes de Andrade Lima Filho, Francisca Dionízia de Almeida Matos, Iêda Amaral, Luiz de Souza Coelho"
1781,Brazil,Pará,Município de Itaituba e Jacareacanga,TAPAJ_11,,-6.11,-57.61,1,single,10,"Diogenes de Andrade Lima Filho, Francisca Dionízia de Almeida Matos, Iêda Amaral, Luiz de Souza Coelho"
1782,Brazil,Rondônia,Jatuarana_Igapo,JT01_04,,-8.75,-64.08,1,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1783,Brazil,Rondônia,Jatuarana_Igapo,JT05_08,,-8.74,-64.05,1,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1784,Brazil,Rondônia,Jatuarana_Igapo,JT09_12,,-8.77,-64.04,1,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1785,Brazil,Rondônia,Jatuarana_Igapo,JT13_15,,-8.81,-64.05,0.75,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1786,Brazil,Rondônia,Branco_Igapo,RB0102,,-9.38,-64.4,0.5,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1787,Brazil,Rondônia,Branco_Igapo,RB0305,,-9.39,-64.37,0.5,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1788,Brazil,Rondônia,Branco_Igapo,RB0406,,-9.41,-64.37,0.5,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1789,Brazil,Rondônia,Branco_Igapo,RB07_09,,-9.42,-64.35,0.75,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1790,Brazil,Rondônia,Contras_Igapo,RCA0102,,-9.2,-64.37,0.5,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1791,Brazil,Rondônia,Contras_Igapo,RCA03_05,,-9.23,-64.33,0.75,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1792,Brazil,Rondônia,Jaci_Parana_Igapo,RJP01_05,,-9.26,-64.39,1.25,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1793,Brazil,Rondônia,Jaci_Parana_Igapo,RJP06_09,,-9.32,-64.42,1,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1794,Brazil,Rondônia,Jaci_Parana_Igapo,RJP10_12,,-9.36,-64.4,0.75,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1795,Brazil,Rondônia,Jaci_Parana_Igapo,RJP13_15,,-9.39,-64.41,0.75,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1796,Brazil,Rondônia,Jaci_Parana_Igapo,RJP1617,,-9.41,-64.42,0.5,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1797,Brazil,Rondônia,Jaci_Parana_Igapo,RJP18_21,,-9.43,-64.42,1,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1798,Brazil,Rondônia,Jaci_Parana_Igapo,RJP2223,,-9.45,-64.43,0.5,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1799,Brazil,Rondônia,Rio_Madeira_right,RMD010607,,-8.86,-64.04,0.75,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1800,Brazil,Rondônia,Rio_Madeira_right,RMD0203,,-8.88,-64.05,0.5,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1801,Brazil,Rondônia,Rio_Madeira_right,RMD040509,,-8.86,-64.02,0.75,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1802,Brazil,Rondônia,Rio_Madeira_right,RMD081012,,-8.83,-63.97,0.75,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1803,Brazil,Rondônia,Rio_Madeira_right,RMD111314,,-8.91,-64.08,0.75,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1804,Brazil,Rondônia,Rio_Madeira_right,RMD1516,,-8.97,-64.08,0.5,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1805,Brazil,Rondônia,Rio_Madeira_right,RMD1719,,-9,-64.13,0.5,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1806,Brazil,Rondônia,Rio_Madeira_right,RMD182021,,-9.03,-64.22,0.75,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1807,Brazil,Rondônia,Rio_Madeira_right,RMD22_25,,-9.06,-64.29,1,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1808,Brazil,Rondônia,Rio_Madeira_right,RMD26_29,,-9.13,-64.33,1,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1809,Brazil,Rondônia,Rio_Madeira_right,RMD3132,,-9.19,-64.49,0.5,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1810,Brazil,Rondônia,Rio_Madeira_left,RME01020306,,-8.83,-63.99,1,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1811,Brazil,Rondônia,Rio_Madeira_left,RME040507,,-8.8,-63.98,0.75,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1812,Brazil,Rondônia,Rio_Madeira_left,RME080910,,-8.85,-64.08,0.75,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1813,Brazil,Rondônia,Rio_Madeira_left,RME111213,,-8.92,-64.1,0.75,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1814,Brazil,Rondônia,Rio_Madeira_left,RME141516,,-8.96,-64.09,0.75,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1815,Brazil,Rondônia,Rio_Madeira_left,RME17_20,,-9.01,-64.22,1,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1816,Brazil,Rondônia,Rio_Madeira_left,RME21_24,,-9.07,-64.32,1,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1817,Brazil,Rondônia,Rio_Madeira_left,RME25_27,,-9.15,-64.48,0.75,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1818,Brazil,Rondônia,Rio_Madeira_left,RME28_30,,-9.17,-64.6,0.75,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1819,Brazil,Rondônia,Rio_Madeira_Island,RMI0102,,-8.84,-64.04,0.5,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1820,Brazil,Rondônia,Rio_Madeira_Island,RMI05_08,,-9.11,-64.32,1,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1821,Brazil,Rondônia,Rio_Madeira_Island,RMI091011,,-9.19,-64.39,0.75,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
1822,Brazil,Rondônia,Rio_Madeira_Island,RMI121314,,-9.15,-64.51,0.75,combined,10,"Angelo Gilberto Manzatto, Neidiane Farias Costa Reis, Katia Regina Casula"
